TEMPO_SWATH_POINT product,TEMPO_SWATH_POINT start time,TEMPO_SWATH_POINT end time,TEMPO_SWATH_POINT duration,TEMPO_SWATH_POINT product type,TEMPO_SWATH_POINT product path,(bl lat. bl lon),(tl lat. tl lon),(tr lat. tr lon),(br lat. br lon),segment_id
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+0________-2700000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+0________-2700000__V202.nc,(65.44329833984375. -45.0),(66.32765197753906. -45.0),(66.31062316894531. -42.797401428222656),(65.42694854736328. -42.878902435302734),3073
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+0________-2500000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+0________-2500000__V202.nc,(67.21477508544922. -45.0),(68.10456848144531. -45.0),(68.08601379394531. -42.61405563354492),(67.19701385498047. -42.709388732910156),3074
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+0________-3400000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+0________-3400000__V202.nc,(59.33747482299805. -45.0),(60.2000846862793. -45.0),(60.18699264526367. -43.2642936706543),(59.3248176574707. -43.31531524658203),3075
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+400000___-2200000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+400000___-2200000__V202.nc,(69.56876373291016. -34.695152282714844),(70.45001983642578. -34.215702056884766),(70.26205444335938. -31.607501983642578),(69.38945770263672. -32.19573211669922),3076
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+100000___-2700000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+100000___-2700000__V202.nc,(65.42694854736328. -42.878902435302734),(66.31062316894531. -42.797401428222656),(66.25962829589844. -40.601295471191406),(65.37799072265625. -40.763607025146484),3077
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+400000___-1500000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+400000___-1500000__V202.nc,(75.74028778076172. -30.06858253479004),(76.61775970458984. -29.054603576660156),(76.33917999267578. -25.346176147460938),(75.4791488647461. -26.565052032470703),3078
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+0________-1200000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+0________-1200000__V202.nc,(78.95540618896484. -45.0),(79.87098693847656. -45.0),(79.82942962646484. -39.805572509765625),(78.91735076904297. -40.236358642578125),3079
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+0________-3200000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+0________-3200000__V202.nc,(61.066043853759766. -45.0),(61.93527603149414. -45.0),(61.921234130859375. -43.15238952636719),(61.052490234375. -43.21009063720703),3080
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+200000___-2300000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+200000___-2300000__V202.nc,(68.91938781738281. -40.03025817871094),(69.8105239868164. -39.805572509765625),(69.70941162109375. -37.234832763671875),(68.82288360595703. -37.5685920715332),3081
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+0________-2800000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+0________-2800000__V202.nc,(64.56179809570312. -45.0),(65.44329833984375. -45.0),(65.42694854736328. -42.878902435302734),(64.54608154296875. -42.95458984375),3082
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+200000___-3000000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+200000___-3000000__V202.nc,(62.74950408935547. -41.1859245300293),(63.622825622558594. -41.054813385009766),(63.54753494262695. -39.0938606262207),(62.67695999145508. -39.289405822753906),3083
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+0________-2900000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+0________-2900000__V202.nc,(63.68323516845703. -45.0),(64.56179809570312. -45.0),(64.54608154296875. -42.95458984375),(63.66811752319336. -43.02506637573242),3084
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+200000___-2700000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+200000___-2700000__V202.nc,(65.37799072265625. -40.763607025146484),(66.25962829589844. -40.601295471191406),(66.17489624023438. -38.41805648803711),(65.296630859375. -38.65980911254883),3085
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+0________-900000___V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+0________-900000___V202.nc,(81.70577239990234. -45.0),(82.62476348876953. -45.0),(82.56752014160156. -37.87498474121094),(81.6549072265625. -38.65980911254883),3086
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+0________-3000000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+0________-3000000__V202.nc,(62.807701110839844. -45.0),(63.68323516845703. -45.0),(63.66811752319336. -43.02506637573242),(62.79313659667969. -43.09084701538086),3087
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+200000___-1000000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+200000___-1000000__V202.nc,(80.60615539550781. -33.690067291259766),(81.504150390625. -32.47119140625),(81.25874328613281. -26.565052032470703),(80.38397979736328. -28.300756454467773),3088
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+300000___-1900000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+300000___-1900000__V202.nc,(72.37789916992188. -36.027374267578125),(73.26958465576172. -35.53767776489258),(73.0970687866211. -32.47119140625),(72.21452331542969. -33.11134338378906),3089
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+300000___-1800000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+300000___-1800000__V202.nc,(73.26958465576172. -35.53767776489258),(74.1618881225586. -34.99201965332031),(73.979248046875. -31.759479522705078),(73.0970687866211. -32.47119140625),3090
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+300000___-1000000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+300000___-1000000__V202.nc,(80.38397979736328. -28.300756454467773),(81.25874328613281. -26.565052032470703),(80.92648315429688. -21.037511825561523),(80.08145141601562. -23.198591232299805),3091
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+300000___-1700000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+300000___-1700000__V202.nc,(74.1618881225586. -34.99201965332031),(75.05445861816406. -34.38034439086914),(74.86052703857422. -30.963756561279297),(73.979248046875. -31.759479522705078),3092
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+200000___-2600000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+200000___-2600000__V202.nc,(66.25962829589844. -40.601295471191406),(67.14381408691406. -40.42607879638672),(67.05546569824219. -38.1572265625),(66.17489624023438. -38.41805648803711),3093
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+300000___-1600000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+300000___-1600000__V202.nc,(75.05445861816406. -34.38034439086914),(75.94688415527344. -33.690067291259766),(75.74028778076172. -30.06858253479004),(74.86052703857422. -30.963756561279297),3094
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+100000___-1100000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+100000___-1100000__V202.nc,(79.82942962646484. -39.805572509765625),(80.74205780029297. -39.289405822753906),(80.60615539550781. -33.690067291259766),(79.70577239990234. -34.695152282714844),3095
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+300000___-1300000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+300000___-1300000__V202.nc,(77.72915649414062. -32.0053825378418),(78.61760711669922. -30.963756561279297),(78.36181640625. -26.565052032470703),(77.49200439453125. -27.89727020263672),3096
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+0________-3100000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+0________-3100000__V202.nc,(61.93527603149414. -45.0),(62.807701110839844. -45.0),(62.79313659667969. -43.09084701538086),(61.921234130859375. -43.15238952636719),3097
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+300000___-1400000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+300000___-1400000__V202.nc,(76.83865356445312. -32.905242919921875),(77.72915649414062. -32.0053825378418),(77.49200439453125. -27.89727020263672),(76.61775970458984. -29.054603576660156),3098
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+300000___-2600000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+300000___-2600000__V202.nc,(66.17489624023438. -38.41805648803711),(67.05546569824219. -38.1572265625),(66.9323959350586. -35.90972137451172),(66.05683898925781. -36.25383758544922),3099
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+300000___-2700000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+300000___-2700000__V202.nc,(65.296630859375. -38.65980911254883),(66.17489624023438. -38.41805648803711),(66.05683898925781. -36.25383758544922),(65.1832275390625. -36.57303237915039),3100
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+300000___-2300000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+300000___-2300000__V202.nc,(68.82288360595703. -37.5685920715332),(69.70941162109375. -37.234832763671875),(69.56876373291016. -34.695152282714844),(68.6885757446289. -35.134193420410156),3101
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+400000___-1100000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+400000___-1100000__V202.nc,(79.22563934326172. -25.01689338684082),(80.08145141601562. -23.198591232299805),(79.70577239990234. -18.434947967529297),(78.87943267822266. -20.556045532226562),3102
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+300000___-1500000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+300000___-1500000__V202.nc,(75.94688415527344. -33.690067291259766),(76.83865356445312. -32.905242919921875),(76.61775970458984. -29.054603576660156),(75.74028778076172. -30.06858253479004),3103
CS_OFFL_THEM_POINT_GREENLAND_2021_12_-200000___-1800000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_-200000___-1800000__V202.nc,(73.39396667480469. -51.34019088745117),(74.29371643066406. -51.709835052490234),(74.37336730957031. -48.366458892822266),(73.46907043457031. -48.17982864379883),3104
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+300000___-1200000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+300000___-1200000__V202.nc,(78.61760711669922. -30.963756561279297),(79.50299072265625. -29.74488067626953),(79.22563934326172. -25.01689338684082),(78.36181640625. -26.565052032470703),3105
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+300000___-2500000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+300000___-2500000__V202.nc,(67.05546569824219. -38.1572265625),(67.93817901611328. -37.87498474121094),(67.80970764160156. -35.53767776489258),(66.9323959350586. -35.90972137451172),3106
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+100000___-1000000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+100000___-1000000__V202.nc,(80.74205780029297. -39.289405822753906),(81.6549072265625. -38.65980911254883),(81.504150390625. -32.47119140625),(80.60615539550781. -33.690067291259766),3107
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+200000___-1100000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+200000___-1100000__V202.nc,(79.70577239990234. -34.695152282714844),(80.60615539550781. -33.690067291259766),(80.38397979736328. -28.300756454467773),(79.50299072265625. -29.74488067626953),3108
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+0________-1000000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+0________-1000000__V202.nc,(80.78781127929688. -45.0),(81.70577239990234. -45.0),(81.6549072265625. -38.65980911254883),(80.74205780029297. -39.289405822753906),3109
CS_OFFL_THEM_POINT_GREENLAND_2021_12_+300000___-2400000__V202,2021-12-01T00:00:00+00:00,2021-12-31T23:59:59+00:00,2678399.0,TEMPO_SWATH_POINT,/TEMPO_SWATH_POINT/2021/12/GREENLAND/CS_OFFL_THEM_POINT_GREENLAND_2021_12_+300000___-2400000__V202.nc,(67.93817901611328. -37.87498474121094),(68.82288360595703. -37.5685920715332),(68.6885757446289. -35.134193420410156),(67.80970764160156. -35.53767776489258),3110
